Date,IT Dep.,CostElement,Country,Budget,,
10/01/2020,Mobility,External Labor,USA,"175,178",,
11/01/2020,Mobility,External Labor,USA,"175,178",,
12/01/2020,Mobility,External Labor,USA,"175,178",,
01/01/2020,Mobility,Hardware,USA,45,,
02/01/2020,Mobility,Hardware,USA,45,,
03/01/2020,Mobility,Hardware,USA,45,,
04/01/2020,Mobility,Hardware,USA,45,,
05/01/2020,Mobility,Hardware,USA,45,,
06/01/2020,Mobility,Hardware,USA,45,,
07/01/2020,Mobility,Hardware,USA,45,,
08/01/2020,Mobility,Hardware,USA,45,,
09/01/2020,Mobility,Hardware,USA,45,,
10/01/2020,Mobility,Hardware,USA,45,,
11/01/2020,Mobility,Hardware,USA,45,,
12/01/2020,Mobility,Hardware,USA,45,,
03/01/2020,Mobility,Hardware Maintenance,USA,150,,
06/01/2020,Mobility,Hardware Maintenance,USA,150,,
09/01/2020,Mobility,Hardware Maintenance,USA,150,,
12/01/2020,Mobility,Hardware Maintenance,USA,150,,
01/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
02/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
03/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
04/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
05/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
06/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
07/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
08/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
09/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
10/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
11/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
12/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443",,
01/01/2020,Mobility,Software,USA,"2,811",,
02/01/2020,Mobility,Software,USA,"2,811",,
03/01/2020,Mobility,Software,USA,"2,811",,
04/01/2020,Mobility,Software,USA,"2,811",,
05/01/2020,Mobility,Software,USA,"2,811",,
06/01/2020,Mobility,Software,USA,"2,811",,
07/01/2020,Mobility,Software,USA,"2,811",,
08/01/2020,Mobility,Software,USA,"2,811",,
09/01/2020,Mobility,Software,USA,"2,811",,
10/01/2020,Mobility,Software,USA,"2,811",,
11/01/2020,Mobility,Software,USA,"2,811",,
12/01/2020,Mobility,Software,USA,"2,811",,
01/01/2020,Mobility,Software Maintenance,USA,"23,204",,
02/01/2020,Mobility,Software Maintenance,USA,"23,309",,
03/01/2020,Mobility,Software Maintenance,USA,"23,204",,
04/01/2020,Mobility,Software Maintenance,USA,"23,204",,
05/01/2020,Mobility,Software Maintenance,USA,"23,204",,
06/01/2020,Mobility,Software Maintenance,USA,"23,842",,
07/01/2020,Mobility,Software Maintenance,USA,"21,877",,
08/01/2020,Mobility,Software Maintenance,USA,"21,637",,
09/01/2020,Mobility,Software Maintenance,USA,"42,037",,
10/01/2020,Mobility,Software Maintenance,USA,"21,637",,
11/01/2020,Mobility,Software Maintenance,USA,"21,637",,
12/01/2020,Mobility,Software Maintenance,USA,"50,137",,
01/01/2020,Mobility,Supplies,USA,15,,
02/01/2020,Mobility,Supplies,USA,15,,
03/01/2020,Mobility,Supplies,USA,15,,
04/01/2020,Mobility,Supplies,USA,15,,
05/01/2020,Mobility,Supplies,USA,15,,
06/01/2020,Mobility,Supplies,USA,15,,
07/01/2020,Mobility,Supplies,USA,15,,
08/01/2020,Mobility,Supplies,USA,15,,
09/01/2020,Mobility,Supplies,USA,15,,
10/01/2020,Mobility,Supplies,USA,15,,
11/01/2020,Mobility,Supplies,USA,15,,
12/01/2020,Mobility,Supplies,USA,15,,
01/01/2020,Mobility,Taxes,USA,593,,
02/01/2020,Mobility,Taxes,USA,593,,
03/01/2020,Mobility,Taxes,USA,593,,
04/01/2020,Mobility,Taxes,USA,593,,
05/01/2020,Mobility,Taxes,USA,593,,
06/01/2020,Mobility,Taxes,USA,593,,
07/01/2020,Mobility,Taxes,USA,593,,
08/01/2020,Mobility,Taxes,USA,593,,
09/01/2020,Mobility,Taxes,USA,593,,
10/01/2020,Mobility,Taxes,USA,593,,
11/01/2020,Mobility,Taxes,USA,593,,
12/01/2020,Mobility,Taxes,USA,593,,
01/01/2020,Mobility,Telecomm,USA,"1,620",,
02/01/2020,Mobility,Telecomm,USA,"1,620",,
03/01/2020,Mobility,Telecomm,USA,"1,620",,
04/01/2020,Mobility,Telecomm,USA,"1,620",,
05/01/2020,Mobility,Telecomm,USA,"1,620",,
06/01/2020,Mobility,Telecomm,USA,"1,620",,
07/01/2020,Mobility,Telecomm,USA,"1,620",,
08/01/2020,Mobility,Telecomm,USA,"1,620",,
09/01/2020,Mobility,Telecomm,USA,"1,620",,
10/01/2020,Mobility,Telecomm,USA,"1,620",,
11/01/2020,Mobility,Telecomm,USA,"1,620",,
12/01/2020,Mobility,Telecomm,USA,"1,620",,
03/01/2020,Mobility,Training,USA,563,,
06/01/2020,Mobility,Training,USA,563,,
09/01/2020,Mobility,Training,USA,563,,
12/01/2020,Mobility,Training,USA,563,,
01/01/2020,Mobility,Travel,USA,180,,
02/01/2020,Mobility,Travel,USA,180,,
03/01/2020,Mobility,Travel,USA,180,,
04/01/2020,Mobility,Travel,USA,180,,
05/01/2020,Mobility,Travel,USA,180,,
06/01/2020,Mobility,Travel,USA,180,,
07/01/2020,Mobility,Travel,USA,180,,
08/01/2020,Mobility,Travel,USA,180,,
09/01/2020,Mobility,Travel,USA,180,,
10/01/2020,Mobility,Travel,USA,180,,
11/01/2020,Mobility,Travel,USA,180,,
12/01/2020,Mobility,Travel,USA,180,,
01/01/2020,Networking,Administrative,USA,"-316,925",,
02/01/2020,Networking,Administrative,USA,"-316,925",,
03/01/2020,Networking,Administrative,USA,"-316,925",,
04/01/2020,Networking,Administrative,USA,"-316,925",,
05/01/2020,Networking,Administrative,USA,"-316,925",,
06/01/2020,Networking,Administrative,USA,"-316,925",,
07/01/2020,Networking,Administrative,USA,"-316,925",,
08/01/2020,Networking,Administrative,USA,"-316,925",,
09/01/2020,Networking,Administrative,USA,"-316,925",,
10/01/2020,Networking,Administrative,USA,"-316,925",,
11/01/2020,Networking,Administrative,USA,"-316,925",,
12/01/2020,Networking,Administrative,USA,"-316,925",,
01/01/2020,Networking,Amortization,USA,"1,025",,
02/01/2020,Networking,Amortization,USA,"1,025",,
03/01/2020,Networking,Amortization,USA,"1,025",,
04/01/2020,Networking,Amortization,USA,"1,025",,
05/01/2020,Networking,Amortization,USA,"1,025",,
06/01/2020,Networking,Amortization,USA,"1,025",,
07/01/2020,Networking,Amortization,USA,"1,025",,
08/01/2020,Networking,Amortization,USA,"1,025",,
09/01/2020,Networking,Amortization,USA,615,,
10/01/2020,Networking,Amortization,USA,615,,
11/01/2020,Networking,Amortization,USA,615,,
12/01/2020,Networking,Amortization,USA,615,,
01/01/2020,Networking,Depreciation,Canada,304,,
02/01/2020,Networking,Depreciation,Canada,304,,
03/01/2020,Networking,Depreciation,Canada,304,,
04/01/2020,Networking,Depreciation,Canada,304,,
05/01/2020,Networking,Depreciation,Canada,304,,
06/01/2020,Networking,Depreciation,Canada,304,,
07/01/2020,Networking,Depreciation,Canada,304,,
08/01/2020,Networking,Depreciation,Canada,304,,
09/01/2020,Networking,Depreciation,Canada,304,,
10/01/2020,Networking,Depreciation,Canada,304,,
11/01/2020,Networking,Depreciation,Canada,304,,
12/01/2020,Networking,Depreciation,Canada,304,,
01/01/2020,Networking,Depreciation,Mexico,5,,
02/01/2020,Networking,Depreciation,Mexico,5,,
03/01/2020,Networking,Depreciation,Mexico,5,,
04/01/2020,Networking,Depreciation,Mexico,5,,
05/01/2020,Networking,Depreciation,Mexico,5,,
06/01/2020,Networking,Depreciation,Mexico,5,,
07/01/2020,Networking,Depreciation,Mexico,5,,
08/01/2020,Networking,Depreciation,Mexico,5,,
09/01/2020,Networking,Depreciation,Mexico,5,,
10/01/2020,Networking,Depreciation,Mexico,5,,
11/01/2020,Networking,Depreciation,Mexico,5,,
12/01/2020,Networking,Depreciation,Mexico,5,,
01/01/2020,Networking,Depreciation,USA,"50,716",,
02/01/2020,Networking,Depreciation,USA,"50,716",,
03/01/2020,Networking,Depreciation,USA,"50,716",,
04/01/2020,Networking,Depreciation,USA,"50,716",,
05/01/2020,Networking,Depreciation,USA,"50,716",,
06/01/2020,Networking,Depreciation,USA,"50,716",,
07/01/2020,Networking,Depreciation,USA,"50,716",,
08/01/2020,Networking,Depreciation,USA,"50,716",,
09/01/2020,Networking,Depreciation,USA,"50,716",,
10/01/2020,Networking,Depreciation,USA,"50,716",,
11/01/2020,Networking,Depreciation,USA,"50,716",,
12/01/2020,Networking,Depreciation,USA,"50,716",,
01/01/2020,Networking,Employee Performance,USA,94,,
02/01/2020,Networking,Employee Performance,USA,94,,
03/01/2020,Networking,Employee Performance,USA,94,,
04/01/2020,Networking,Employee Performance,USA,94,,
05/01/2020,Networking,Employee Performance,USA,94,,
06/01/2020,Networking,Employee Performance,USA,94,,
07/01/2020,Networking,Employee Performance,USA,94,,
08/01/2020,Networking,Employee Performance,USA,94,,
09/01/2020,Networking,Employee Performance,USA,94,,
10/01/2020,Networking,Employee Performance,USA,94,,
11/01/2020,Networking,Employee Performance,USA,94,,
12/01/2020,Networking,Employee Performance,USA,94,,
03/01/2020,Networking,External Labor,Germany,"1,083",,
04/01/2020,Networking,External Labor,Germany,"1,083",,
05/01/2020,Networking,External Labor,Germany,"1,083",,
06/01/2020,Networking,External Labor,Germany,"1,083",,
07/01/2020,Networking,External Labor,Germany,"1,083",,
08/01/2020,Networking,External Labor,Germany,"1,083",,
09/01/2020,Networking,External Labor,Germany,"1,083",,
10/01/2020,Networking,External Labor,Germany,"1,083",,
11/01/2020,Networking,External Labor,Germany,"1,083",,
12/01/2020,Networking,External Labor,Germany,"1,083",,
01/01/2020,Networking,External Labor,Mexico,"18,291",,
02/01/2020,Networking,External Labor,Mexico,"18,291",,
03/01/2020,Networking,External Labor,Mexico,"18,291",,
04/01/2020,Networking,External Labor,Mexico,"18,291",,
05/01/2020,Networking,External Labor,Mexico,"18,291",,
06/01/2020,Networking,External Labor,Mexico,"18,291",,
07/01/2020,Networking,External Labor,Mexico,"18,291",,
08/01/2020,Networking,External Labor,Mexico,"18,291",,
09/01/2020,Networking,External Labor,Mexico,"18,291",,
10/01/2020,Networking,External Labor,Mexico,"18,291",,
11/01/2020,Networking,External Labor,Mexico,"18,291",,
12/01/2020,Networking,External Labor,Mexico,"18,291",,
01/01/2020,Networking,External Labor,United Kingdom,"105,384",,
02/01/2020,Networking,External Labor,United Kingdom,"105,384",,
03/01/2020,Networking,External Labor,United Kingdom,"105,384",,
04/01/2020,Networking,External Labor,United Kingdom,"105,384",,
05/01/2020,Networking,External Labor,United Kingdom,"105,384",,
06/01/2020,Networking,External Labor,United Kingdom,"105,384",,
07/01/2020,Networking,External Labor,United Kingdom,"106,024",,
08/01/2020,Networking,External Labor,United Kingdom,"106,024",,
09/01/2020,Networking,External Labor,United Kingdom,"106,024",,
10/01/2020,Networking,External Labor,United Kingdom,"106,024",,
11/01/2020,Networking,External Labor,United Kingdom,"106,024",,
12/01/2020,Networking,External Labor,United Kingdom,"106,024",,
01/01/2020,Networking,External Labor,USA,"242,943",,
02/01/2020,Networking,External Labor,USA,"242,943",,
03/01/2020,Networking,External Labor,USA,"242,943",,
04/01/2020,Networking,External Labor,USA,"233,943",,
05/01/2020,Networking,External Labor,USA,"233,943",,
06/01/2020,Networking,External Labor,USA,"233,943",,
07/01/2020,Networking,External Labor,USA,"233,943",,
08/01/2020,Networking,External Labor,USA,"233,943",,
09/01/2020,Networking,External Labor,USA,"233,943",,
10/01/2020,Networking,External Labor,USA,"233,943",,
11/01/2020,Networking,External Labor,USA,"230,697",,
12/01/2020,Networking,External Labor,USA,"230,697",,
01/01/2020,Networking,Hardware,United Kingdom,"103,211",,
02/01/2020,Networking,Hardware,United Kingdom,"103,211",,
03/01/2020,Networking,Hardware,United Kingdom,"103,211",,
04/01/2020,Networking,Hardware,United Kingdom,"103,211",,
05/01/2020,Networking,Hardware,United Kingdom,"103,211",,
06/01/2020,Networking,Hardware,United Kingdom,"103,211",,
07/01/2020,Networking,Hardware,United Kingdom,"103,211",,
08/01/2020,Networking,Hardware,United Kingdom,"103,211",,
09/01/2020,Networking,Hardware,United Kingdom,"103,211",,
10/01/2020,Networking,Hardware,United Kingdom,"103,211",,
11/01/2020,Networking,Hardware,United Kingdom,"103,211",,
12/01/2020,Networking,Hardware,United Kingdom,"103,211",,
01/01/2020,Networking,Hardware,USA,"257,970",,
02/01/2020,Networking,Hardware,USA,"237,626",,
03/01/2020,Networking,Hardware,USA,"441,176",,
04/01/2020,Networking,Hardware,USA,"237,626",,
05/01/2020,Networking,Hardware,USA,"237,626",,
06/01/2020,Networking,Hardware,USA,"441,176",,
07/01/2020,Networking,Hardware,USA,"239,426",,
08/01/2020,Networking,Hardware,USA,"237,626",,
09/01/2020,Networking,Hardware,USA,"441,176",,
10/01/2020,Networking,Hardware,USA,"237,626",,
11/01/2020,Networking,Hardware,USA,"237,626",,
12/01/2020,Networking,Hardware,USA,"441,176",,
01/01/2020,Networking,Hardware Maintenance,USA,"7,718",,
02/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
03/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
04/01/2020,Networking,Hardware Maintenance,USA,"7,718",,
05/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
06/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
07/01/2020,Networking,Hardware Maintenance,USA,"7,802",,
08/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
09/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
10/01/2020,Networking,Hardware Maintenance,USA,"7,802",,
11/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
12/01/2020,Networking,Hardware Maintenance,USA,"3,615",,
01/01/2020,Networking,Internal Labor,Germany,"23,082",,
02/01/2020,Networking,Internal Labor,Germany,"23,082",,
03/01/2020,Networking,Internal Labor,Germany,"23,082",,
04/01/2020,Networking,Internal Labor,Germany,"16,186",,
05/01/2020,Networking,Internal Labor,Germany,"16,186",,
06/01/2020,Networking,Internal Labor,Germany,"16,186",,
07/01/2020,Networking,Internal Labor,Germany,"16,186",,
08/01/2020,Networking,Internal Labor,Germany,"16,186",,
09/01/2020,Networking,Internal Labor,Germany,"16,186",,
10/01/2020,Networking,Internal Labor,Germany,"16,186",,
11/01/2020,Networking,Internal Labor,Germany,"16,186",,
12/01/2020,Networking,Internal Labor,Germany,"16,186",,
01/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
02/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
03/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
04/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
05/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
06/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
07/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
08/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
09/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
10/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
11/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
12/01/2020,Networking,Internal Labor,United Kingdom,"22,514",,
01/01/2020,Networking,Internal Labor,USA,"54,929",,
02/01/2020,Networking,Internal Labor,USA,"57,223",,
03/01/2020,Networking,Internal Labor,USA,"60,491",,
04/01/2020,Networking,Internal Labor,USA,"56,056",,
05/01/2020,Networking,Internal Labor,USA,"56,056",,
06/01/2020,Networking,Internal Labor,USA,"56,056",,
07/01/2020,Networking,Internal Labor,USA,"56,454",,
08/01/2020,Networking,Internal Labor,USA,"56,407",,
09/01/2020,Networking,Internal Labor,USA,"56,241",,
10/01/2020,Networking,Internal Labor,USA,"57,581",,
11/01/2020,Networking,Internal Labor,USA,"57,302",,
12/01/2020,Networking,Internal Labor,USA,"56,954",,
01/01/2020,Networking,Other,USA,"3,155",,
02/01/2020,Networking,Other,USA,"3,864",,
03/01/2020,Networking,Other,USA,"3,820",,
04/01/2020,Networking,Other,USA,"3,283",,
05/01/2020,Networking,Other,USA,"3,305",,
06/01/2020,Networking,Other,USA,"3,155",,
07/01/2020,Networking,Other,USA,"3,155",,
08/01/2020,Networking,Other,USA,"3,847",,
09/01/2020,Networking,Other,USA,"3,155",,
10/01/2020,Networking,Other,USA,"3,155",,
11/01/2020,Networking,Other,USA,"3,847",,
12/01/2020,Networking,Other,USA,"3,155",,
01/01/2020,Networking,Recognition,USA,24,,
02/01/2020,Networking,Recognition,USA,24,,
03/01/2020,Networking,Recognition,USA,24,,
04/01/2020,Networking,Recognition,USA,24,,
05/01/2020,Networking,Recognition,USA,24,,
06/01/2020,Networking,Recognition,USA,24,,
07/01/2020,Networking,Recognition,USA,24,,
08/01/2020,Networking,Recognition,USA,24,,
09/01/2020,Networking,Recognition,USA,24,,
10/01/2020,Networking,Recognition,USA,24,,
11/01/2020,Networking,Recognition,USA,24,,
12/01/2020,Networking,Recognition,USA,24,,
01/01/2020,Networking,Software,USA,260,,
02/01/2020,Networking,Software,USA,260,,
03/01/2020,Networking,Software,USA,260,,
04/01/2020,Networking,Software,USA,260,,
05/01/2020,Networking,Software,USA,260,,
06/01/2020,Networking,Software,USA,260,,
07/01/2020,Networking,Software,USA,260,,
08/01/2020,Networking,Software,USA,260,,
09/01/2020,Networking,Software,USA,260,,
10/01/2020,Networking,Software,USA,260,,
11/01/2020,Networking,Software,USA,260,,
12/01/2020,Networking,Software,USA,260,,
01/01/2020,Networking,Software Maintenance,United Kingdom,"26,689",,
02/01/2020,Networking,Software Maintenance,United Kingdom,"3,289",,
03/01/2020,Networking,Software Maintenance,United Kingdom,"3,289",,
04/01/2020,Networking,Software Maintenance,United Kingdom,"18,471",,
05/01/2020,Networking,Software Maintenance,United Kingdom,"8,250",,
06/01/2020,Networking,Software Maintenance,United Kingdom,"8,250",,
07/01/2020,Networking,Software Maintenance,United Kingdom,"7,938",,
08/01/2020,Networking,Software Maintenance,United Kingdom,"7,938",,
09/01/2020,Networking,Software Maintenance,United Kingdom,"7,938",,
10/01/2020,Networking,Software Maintenance,United Kingdom,"8,599",,
11/01/2020,Networking,Software Maintenance,United Kingdom,"8,599",,
12/01/2020,Networking,Software Maintenance,United Kingdom,"8,599",,
02/01/2020,Networking,Software Maintenance,USA,"167,102",,
03/01/2020,Networking,Software Maintenance,USA,"7,365",,
04/01/2020,Networking,Software Maintenance,USA,389,,
05/01/2020,Networking,Software Maintenance,USA,"148,924",,
08/01/2020,Networking,Software Maintenance,USA,"148,753",,
11/01/2020,Networking,Software Maintenance,USA,"145,378",,
01/01/2020,Networking,Supplies,United Kingdom,133,,
02/01/2020,Networking,Supplies,United Kingdom,133,,
03/01/2020,Networking,Supplies,United Kingdom,133,,
04/01/2020,Networking,Supplies,United Kingdom,133,,
05/01/2020,Networking,Supplies,United Kingdom,133,,
06/01/2020,Networking,Supplies,United Kingdom,133,,
07/01/2020,Networking,Supplies,United Kingdom,133,,
08/01/2020,Networking,Supplies,United Kingdom,133,,
09/01/2020,Networking,Supplies,United Kingdom,133,,
10/01/2020,Networking,Supplies,United Kingdom,133,,
11/01/2020,Networking,Supplies,United Kingdom,133,,
12/01/2020,Networking,Supplies,United Kingdom,133,,
01/01/2020,Networking,Supplies,USA,"1,005",,
02/01/2020,Networking,Supplies,USA,"1,005",,
03/01/2020,Networking,Supplies,USA,"1,005",,
04/01/2020,Networking,Supplies,USA,"1,005",,
05/01/2020,Networking,Supplies,USA,"1,005",,
06/01/2020,Networking,Supplies,USA,"1,005",,
07/01/2020,Networking,Supplies,USA,"1,005",,
08/01/2020,Networking,Supplies,USA,"1,005",,
09/01/2020,Networking,Supplies,USA,"1,005",,
10/01/2020,Networking,Supplies,USA,"1,005",,
11/01/2020,Networking,Supplies,USA,"1,005",,
12/01/2020,Networking,Supplies,USA,"1,005",,
01/01/2020,Networking,Taxes,USA,"5,873",,
02/01/2020,Networking,Taxes,USA,"5,873",,
03/01/2020,Networking,Taxes,USA,"5,873",,
04/01/2020,Networking,Taxes,USA,"5,873",,
05/01/2020,Networking,Taxes,USA,"5,873",,
06/01/2020,Networking,Taxes,USA,"5,873",,
07/01/2020,Networking,Taxes,USA,"5,873",,
08/01/2020,Networking,Taxes,USA,"5,873",,
09/01/2020,Networking,Taxes,USA,"5,873",,
10/01/2020,Networking,Taxes,USA,"5,873",,
11/01/2020,Networking,Taxes,USA,"5,873",,
12/01/2020,Networking,Taxes,USA,"5,873",,
01/01/2020,Networking,Telecomm,Canada,"4,135",,
02/01/2020,Networking,Telecomm,Canada,"4,135",,
03/01/2020,Networking,Telecomm,Canada,"4,135",,
04/01/2020,Networking,Telecomm,Canada,"4,135",,
05/01/2020,Networking,Telecomm,Canada,"4,135",,
06/01/2020,Networking,Telecomm,Canada,"4,135",,
07/01/2020,Networking,Telecomm,Canada,"4,135",,
08/01/2020,Networking,Telecomm,Canada,"4,135",,
09/01/2020,Networking,Telecomm,Canada,"4,135",,
10/01/2020,Networking,Telecomm,Canada,"4,135",,
11/01/2020,Networking,Telecomm,Canada,"4,135",,
12/01/2020,Networking,Telecomm,Canada,"4,135",,
01/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
02/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
03/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
04/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
05/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
06/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
07/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
08/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
09/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
10/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
11/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
12/01/2020,Networking,Telecomm,United Kingdom,"1,229",,
01/01/2020,Networking,Telecomm,USA,"67,526",,
02/01/2020,Networking,Telecomm,USA,"67,526",,
03/01/2020,Networking,Telecomm,USA,"67,526",,
04/01/2020,Networking,Telecomm,USA,"16,526",,
05/01/2020,Networking,Telecomm,USA,"16,526",,
06/01/2020,Networking,Telecomm,USA,"16,526",,
07/01/2020,Networking,Telecomm,USA,"16,526",,
08/01/2020,Networking,Telecomm,USA,"16,526",,
09/01/2020,Networking,Telecomm,USA,"16,526",,
10/01/2020,Networking,Telecomm,USA,"16,526",,
11/01/2020,Networking,Telecomm,USA,"16,526",,
12/01/2020,Networking,Telecomm,USA,"16,526",,
01/01/2020,Networking,Training,United Kingdom,330,,
02/01/2020,Networking,Training,United Kingdom,330,,
03/01/2020,Networking,Training,United Kingdom,330,,
04/01/2020,Networking,Training,United Kingdom,330,,
05/01/2020,Networking,Training,United Kingdom,330,,
06/01/2020,Networking,Training,United Kingdom,330,,
07/01/2020,Networking,Training,United Kingdom,754,,
08/01/2020,Networking,Training,United Kingdom,754,,
09/01/2020,Networking,Training,United Kingdom,754,,
10/01/2020,Networking,Training,United Kingdom,330,,
11/01/2020,Networking,Training,United Kingdom,330,,
12/01/2020,Networking,Training,United Kingdom,330,,
01/01/2020,Networking,Training,USA,657,,
02/01/2020,Networking,Training,USA,657,,
03/01/2020,Networking,Training,USA,657,,
04/01/2020,Networking,Training,USA,657,,
05/01/2020,Networking,Training,USA,657,,
06/01/2020,Networking,Training,USA,657,,
07/01/2020,Networking,Training,USA,657,,
08/01/2020,Networking,Training,USA,657,,
09/01/2020,Networking,Training,USA,657,,
10/01/2020,Networking,Training,USA,657,,
11/01/2020,Networking,Training,USA,657,,
12/01/2020,Networking,Training,USA,657,,
01/01/2020,Networking,Travel,United Kingdom,"2,008",,
02/01/2020,Networking,Travel,United Kingdom,"2,008",,
03/01/2020,Networking,Travel,United Kingdom,"2,008",,
04/01/2020,Networking,Travel,United Kingdom,"2,362",,
05/01/2020,Networking,Travel,United Kingdom,"2,362",,
06/01/2020,Networking,Travel,United Kingdom,"2,362",,
07/01/2020,Networking,Travel,United Kingdom,"3,189",,
08/01/2020,Networking,Travel,United Kingdom,"3,189",,
09/01/2020,Networking,Travel,United Kingdom,"3,189",,
10/01/2020,Networking,Travel,United Kingdom,"1,653",,
11/01/2020,Networking,Travel,United Kingdom,"1,653",,
12/01/2020,Networking,Travel,United Kingdom,"1,653",,
01/01/2020,Networking,Travel,USA,"1,080",,
02/01/2020,Networking,Travel,USA,"1,080",,
03/01/2020,Networking,Travel,USA,"1,080",,
04/01/2020,Networking,Travel,USA,"1,080",,
05/01/2020,Networking,Travel,USA,"1,080",,
06/01/2020,Networking,Travel,USA,"1,080",,
07/01/2020,Networking,Travel,USA,"1,080",,
08/01/2020,Networking,Travel,USA,"1,080",,
09/01/2020,Networking,Travel,USA,"1,080",,
10/01/2020,Networking,Travel,USA,"1,080",,
11/01/2020,Networking,Travel,USA,"1,080",,
12/01/2020,Networking,Travel,USA,"1,080",,
01/01/2020,Planning,Amortization,USA,"317,967",,
02/01/2020,Planning,Amortization,USA,"319,067",,
03/01/2020,Planning,Amortization,USA,"349,963",,
04/01/2020,Planning,Amortization,USA,"354,028",,
05/01/2020,Planning,Amortization,USA,"351,714",,
06/01/2020,Planning,Amortization,USA,"345,366",,
07/01/2020,Planning,Amortization,USA,"322,286",,
08/01/2020,Planning,Amortization,USA,"320,121",,
09/01/2020,Planning,Amortization,USA,"314,817",,
10/01/2020,Planning,Amortization,USA,"321,402",,
11/01/2020,Planning,Amortization,USA,"321,367",,
12/01/2020,Planning,Amortization,USA,"319,962",,
01/01/2020,Planning,Depreciation,USA,"31,910",,
02/01/2020,Planning,Depreciation,USA,"31,404",,
03/01/2020,Planning,Depreciation,USA,"31,196",,
04/01/2020,Planning,Depreciation,USA,"28,749",,
05/01/2020,Planning,Depreciation,USA,"25,670",,
06/01/2020,Planning,Depreciation,USA,"24,414",,
07/01/2020,Planning,Depreciation,USA,"23,928",,
08/01/2020,Planning,Depreciation,USA,"23,500",,
09/01/2020,Planning,Depreciation,USA,"23,026",,
10/01/2020,Planning,Depreciation,USA,"23,026",,
11/01/2020,Planning,Depreciation,USA,"22,030",,
12/01/2020,Planning,Depreciation,USA,"21,902",,
01/01/2020,Planning,External Labor,Italy,"6,318",,
02/01/2020,Planning,External Labor,Italy,"6,633",,
03/01/2020,Planning,External Labor,Italy,"6,633",,
04/01/2020,Planning,External Labor,Italy,"6,528",,
05/01/2020,Planning,External Labor,Italy,"6,528",,
06/01/2020,Planning,External Labor,Italy,"6,528",,
07/01/2020,Planning,External Labor,Italy,"6,528",,
08/01/2020,Planning,External Labor,Italy,"6,528",,
09/01/2020,Planning,External Labor,Italy,"6,528",,
10/01/2020,Planning,External Labor,Italy,"6,528",,
11/01/2020,Planning,External Labor,Italy,"6,528",,
12/01/2020,Planning,External Labor,Italy,"6,528",,
01/01/2020,Planning,External Labor,United Kingdom,"1,575",,
02/01/2020,Planning,External Labor,United Kingdom,"1,575",,
03/01/2020,Planning,External Labor,United Kingdom,"1,575",,
04/01/2020,Planning,External Labor,United Kingdom,"1,575",,
05/01/2020,Planning,External Labor,United Kingdom,"1,575",,
06/01/2020,Planning,External Labor,United Kingdom,"1,575",,
07/01/2020,Planning,External Labor,United Kingdom,"1,575",,
08/01/2020,Planning,External Labor,United Kingdom,"3,198",,
09/01/2020,Planning,External Labor,United Kingdom,"1,623",,
10/01/2020,Planning,External Labor,United Kingdom,"1,623",,
11/01/2020,Planning,External Labor,United Kingdom,"1,623",,
12/01/2020,Planning,External Labor,United Kingdom,"1,623",,
